Ano;Mês;Table Names;Taxa SELIC % retorno mensal;Taxa SELIC % a.a.(4);Meta SELIC % a.a. (1)(6);Corr Retorno Mensal(%);% Valor DI;% Valor IPCA;Fechamento;Variação;Volume
2011;JUN;SMAL11;;;;-5,32;;;60473,2;-75,88;5894892000
2021;MAR;SMAL11;;;;9,76;;;130622,8;244,26;7009320000
2019;NOV;SMAL11;;;;10,28;;;107463,6;248,7;2823861200
2015;AGO;SMAL11;;;;-18,9;;;38633,78;-178,82;0
2011;JAN;SMAL11;;;;-17,1;;;59419,72;-239,36;2775228200
2023;MAR;SMAL11;;;;-1,52;;;51758,88;-32,24;0
2016;SET;SMAL11;;;;0,640000000;;;51994,52;4,77;3870214100
2017;MAI;SMAL11;;;;-0,780000000;;;63546,36;-29,06;4812961300
2017;MAR;SMAL11;;;;-3,92;;;60810,61;-54,56;4412880900
2014;FEV;SMAL11;;;;-1,76;;;49371,82;-23,84;5154076200
2016;DEZ;SMAL11;;;;-0,870000000;;;48658,96;-13,57;3218326800
2013;JUL;SMAL11;;;;1,55;;;78315,87;16,06;15018087700
2021;JUL;SMAL11;;;;-5,82;;;71131,73;-182,28;2283669400
2017;OUT;SMAL11;;;;-2,82;;;72210,06;-47,94;3891973200
2011;OUT;SMAL11;;;;13,74;;;49857,74;158,82;3609865200
2022;MAR;SMAL11;;;;8,89;;;54151,86;204,34;5639947800
2013;FEV;SMAL11;;;;0,38;;;64792,8;5,74;5207066800
2021;SET;SMAL11;;;;-6,31;;;60531,56;-183,2;3907003000
2023;ABR;SMAL11;;;;2,12;;;36444,89;34,7;0
2012;AGO;SMAL11;;;;15,44;;;63467,32;209,88;7831740000
2018;JUL;SMAL11;;;;10,06;;;69496,82;153,74;2961444200
2019;MAI;SMAL11;;;;4,06;;;90567,52;72,36;2291627000
2019;FEV;SMAL11;;;;-3,44;;;83629,3;-70,37;5318595600
2013;NOV;SMAL11;;;;-1,7;;;55262,66;-25,94;6578835200
2011;FEV;SMAL11;;;;3,61;;;56735,61;43,38;2927001800
2016;JUL;SMAL11;;;;27,54;;;45066,86;290,56;5791456200
2020;FEV;SMAL11;;;;-17,52;;;114013,94;-506,34;3717331800
2012;JUN;SMAL11;;;;2,08;;;56281,4;21,64;5176352800
2014;SET;SMAL11;;;;-19,24;;;55639,44;-248,04;3788694200
2012;JUL;SMAL11;;;;4,68;;;58206,84;57,01;5135785100
2018;FEV;SMAL11;;;;-0,450000000;;;77028,24;-10,93;3081867900
2021;ABR;SMAL11;;;;8,68;;;122169,58;244,94;6844186200
2019;DEZ;SMAL11;;;;23,94;;;118557,92;636,12;3233610400
2012;NOV;SMAL11;;;;-1,1;;;66791,42;-17,92;5288972000
2022;OUT;SMAL11;;;;7,44;;;47615,83;158,85;893389700
2013;OUT;SMAL11;;;;-1,46;;;63881,41;-21,13;18937127400
2018;AGO;SMAL11;;;;-9,81;;;73503,83;-158,67;4353087700
2013;JUN;SMAL11;;;;-20,7;;;54272,68;-291,2;13537297400
2016;NOV;SMAL11;;;;-17,12;;;49713,6;-207;4213642600
2018;JAN;SMAL11;;;;8,66;;;81324,94;144,02;3477040600
2020;JUN;SMAL11;;;;28,1;;;97742,86;567,96;8590512600
2019;ABR;SMAL11;;;;3,4;;;85432,78;64,22;2196248400
2020;OUT;SMAL11;;;;-3,67;;;107403,61;-95,57;5907400300
2017;FEV;SMAL11;;;;11,2;;;56833,68;141,22;3854185600
2011;MAR;SMAL11;;;;12,3;;;62408,52;166,66;2807158400
2015;SET;SMAL11;;;;-4,08;;;39727,59;-38,67;0
2012;ABR;SMAL11;;;;0,37;;;61774,55;3,630000000;3719470500
2013;DEZ;SMAL11;;;;-3,4;;;59527,36;-46,3;4804239800
2022;JUL;SMAL11;;;;5,23;;;40561,42;97,95;2821959600
2022;MAI;SMAL11;;;;-1,5;;;49132,34;-42,18;4632342200
2013;MAR;SMAL11;;;;-7,76;;;66674,28;-119,62;5416505200
2021;JUN;SMAL11;;;;2,74;;;139902,98;80,36;5406087200
2014;MAI;SMAL11;;;;2,24;;;54695,36;26,22;7725296800
2016;MAR;SMAL11;;;;24,45;;;41915,35;202,99;6804108800
2015;JAN;SMAL11;;;;-25,22;;;44604,1;-262,14;3608034400
2016;AGO;SMAL11;;;;0,52;;;52870,46;4,200000000;6717874600
2017;ABR;SMAL11;;;;6,9;;;51711,36;88,66;574124400
2017;NOV;SMAL11;;;;-4,24;;;77021,67;-72,27;3433472000
2019;OUT;SMAL11;;;;4,2;;;115227,74;95,660000000;3081570900
2020;NOV;SMAL11;;;;31,5;;;105244,7;755,1;5673525000
2015;ABR;SMAL11;;;;6,08;;;50890,14;61,78;3682142400
2012;MAI;SMAL11;;;;-22,96;;;62259,62;-320,44;7318292800
2021;NOV;SMAL11;;;;-1,89;;;55720,42;-53,29;3714495400
2017;JUN;SMAL11;;;;0,880000000;;;58027,76;10,42;3079409800
2016;JAN;SMAL11;;;;-17,14;;;38117,88;-142,78;3530721000
2011;NOV;SMAL11;;;;-7,38;;;53744,05;-92,89;3903259700
2018;JUN;SMAL11;;;;-6,96;;;63681,26;-114,88;4297511800
2017;SET;SMAL11;;;;7,44;;;68026,44;114,44;4105434400
2018;SET;SMAL11;;;;-3,7;;;59040,64;-59,68;3799456200
2015;OUT;SMAL11;;;;11,12;;;40469,8;95,5;678261600
2014;JUL;SMAL11;;;;-7,41;;;61291,55;-94,03;6205088400
2023;MAI;SMAL11;;;;12,95;;;47620,74;250,92;0
2012;JAN;SMAL11;;;;17,02;;;56178,99;210,65;5059687900
2021;AGO;SMAL11;;;;-3,66;;;63363,07;-113,27;3001310300
2019;JUL;SMAL11;;;;13,28;;;103197,46;289,3;2241447600
2012;FEV;SMAL11;;;;18,2;;;60788,14;245,14;4268114800
2013;SET;SMAL11;;;;10,32;;;57063,86;134,42;17879669400
2015;FEV;SMAL11;;;;11,32;;;41687,22;108,56;3371836400
2011;ABR;SMAL11;;;;0,200000000;;;59804,3;1,24;2427894000
2020;MAR;SMAL11;;;;-70,3;;;87477,52;-1801,88;7082068400
2021;OUT;SMAL11;;;;-12,81;;;54290,44;-333,93;4152920100
2012;OUT;SMAL11;;;;-1,94;;;69385,26;-29,86;5267528300
2016;OUT;SMAL11;;;;13,62;;;50227,54;159,84;3631441200
2016;ABR;SMAL11;;;;11,24;;;39040,4;99;6075303800
2013;AGO;SMAL11;;;;-3,66;;;57193,46;-51,38;19487097600
2020;DEZ;SMAL11;;;;14,42;;;132532,76;388,5;5338734600
2014;DEZ;SMAL11;;;;-14,57;;;53118,02;-168,51;3799149600
2014;OUT;SMAL11;;;;-4,93;;;59540,75;-69,16;4309217100
2017;AGO;SMAL11;;;;17,25;;;69910,24;256,69;3980995100
2020;JUL;SMAL11;;;;19,12;;;114719,31;440,79;7567126300
2013;ABR;SMAL11;;;;0,220000000;;;66091,29;0,110000000;6537706600
2020;MAI;SMAL11;;;;11,22;;;75809,34;190,04;6670969800
2013;JAN;SMAL11;;;;0,39;;;72410,97;3,36;6459151600
2014;JUN;SMAL11;;;;5,56;;;56424,9;68,32;4584252400
2019;JUN;SMAL11;;;;13,68;;;83134,46;279,66;1931731600
2011;DEZ;SMAL11;;;;1,76;;;52932,52;18,86;4118886000
2023;FEV;SMAL11;;;;-10,96;;;40622,15;-217,46;0
2022;AGO;SMAL11;;;;10,72;;;50658,87;217,71;3986425300
2015;DEZ;SMAL11;;;;-10,61;;;42268,65;-95,4;3695513200
2021;DEZ;SMAL11;;;;4,05;;;51840,99;86,53;3884960500
2017;DEZ;SMAL11;;;;13,68;;;66948,12;218,24;321290400
2021;MAI;SMAL11;;;;12,58;;;130857,64;369,06;5382278400
2019;SET;SMAL11;;;;4,28;;;96223,68;95,56;2636883400
2018;MAR;SMAL11;;;;0,220000000;;;76215,96;2,600000000;3606991400
2015;MAI;SMAL11;;;;-4,66;;;44497,04;-50,04;0
2022;NOV;SMAL11;;;;-11,34;;;47676,37;-261,99;0
2018;DEZ;SMAL11;;;;4,32;;;77291,4;73,8;4465065200
2022;ABR;SMAL11;;;;-8,53;;;50762,5;-210,97;4251287200
2022;JUN;SMAL11;;;;-17,53;;;45241,84;-370,66;2997335800
2022;DEZ;SMAL11;;;;-2,7;;;43120,07;-62,38;0
2015;NOV;SMAL11;;;;-3,68;;;39564,46;-36,98;4087162800
2022;FEV;SMAL11;;;;-5,19;;;47219,7;-126,96;4935451440
2021;FEV;SMAL11;;;;-3,36;;;112822,66;-100,2;7133211800
2020;AGO;SMAL11;;;;-2,36;;;103193,22;-60,84;3479402200
2014;MAR;SMAL11;;;;8,7;;;49557,2;103,32;4820123400
2014;AGO;SMAL11;;;;14,66;;;52617,76;185,36;5949890600
2017;JAN;SMAL11;;;;22,16;;;52473,48;255,72;4528304600
2020;JAN;SMAL11;;;;-0,420000000;;;138360,55;-22,82;5026703700
2016;MAI;SMAL11;;;;-8,24;;;40955,82;-79,5;5574140000
2013;MAI;SMAL11;;;;-3,9;;;68543,28;-59,04;12848230400
2012;DEZ;SMAL11;;;;12,66;;;63069,88;188,84;5656011400
2014;ABR;SMAL11;;;;-1,96;;;55473,41;-25,93;4886555600
2011;JUL;SMAL11;;;;-13,06;;;55711,02;-175,98;5292563200
2014;JAN;SMAL11;;;;-17,16;;;58953,93;-217,8;6797607200
2020;ABR;SMAL11;;;;17,38;;;80653,17;267,22;6010212600
2020;SET;SMAL11;;;;-10,74;;;106078,42;-264,86;5799576800
2011;SET;SMAL11;;;;-14,28;;;53808,02;-180,04;3768688600
2019;AGO;SMAL11;;;;3,15;;;102970,09;61,07;2820072700
2012;MAR;SMAL11;;;;3,86;;;63656,58;52,42;4468312200
2019;JAN;SMAL11;;;;18,24;;;86857,2;338;6002268600
2023;JUN;SMAL11;;;;7,66;;;28855,05;164,75;0
2018;NOV;SMAL11;;;;10,06;;;80213,11;168,11;4616755232
2021;JAN;SMAL11;;;;-7,19;;;119840,48;-213,34;7538608000
2018;ABR;SMAL11;;;;4,8;;;72654,48;82;2697897200
2015;MAR;SMAL11;;;;0,69;;;45049,65;4,620000000;4644204100
2011;AGO;SMAL11;;;;-11,09;;;55169,1;-154,06;5425302200
2016;FEV;SMAL11;;;;9,58;;;39346,2;72,04;4242550200
2011;MAI;SMAL11;;;;-0,84;;;62838,42;-13,6;3352653800
2019;MAR;SMAL11;;;;0,560000000;;;81647,18;3,880000000;3925008800
2018;OUT;SMAL11;;;;24,48;;;82561,42;375,42;6423674200
2014;NOV;SMAL11;;;;-1,04;;;45789,8;-15,1;3141527800
2012;SET;SMAL11;;;;5,84;;;61003,64;83,3;5488969000
2017;JUL;SMAL11;;;;15,72;;;58304,52;215,9;2928653000
2022;JAN;SMAL11;;;;3,85;;;47070,06;80,79;4675417600
2016;JUN;SMAL11;;;;17,57;;;42978,48;163,1;6601556200
2018;MAI;SMAL11;;;;-22,9;;;77131,81;-392,9;4490921900
2015;JUN;SMAL11;;;;-2,28;;;46311,43;-24,72;0
2022;SET;SMAL11;;;;-1,58;;;48947,69;-40,7;2663729700
2023;JAN;SMAL11;;;;3,17;;;46210,95;58,69;0
2015;JUL;SMAL11;;;;-7,32;;;45960,7;-74,6;0
2011;JUN;BITCOIN;;;;163,78;;;1095,74;11,66;148984
2021;MAR;BITCOIN;;;;57,29;;;3464246,45;27367,83;1609360
2019;NOV;BITCOIN;;;;-35,9;;;507417,59;-3170,77;1362859
2015;AGO;BITCOIN;;;;-36,84;;;15668,97;-109,16;7562670
2011;JAN;BITCOIN;;;;196,45;;;24,0754;0,8008;2075687
2023;MAR;BITCOIN;;;;22,91;;;778716,29;5371,41;838327
2016;SET;BITCOIN;;;;14,42;;;36434,26;83,32;6540678
2017;MAI;BITCOIN;;;;111,64;;;119486,34;1972,56;35730594
2017;MAR;BITCOIN;;;;-17,64;;;69736,66;-284;19904794
2014;FEV;BITCOIN;;;;-67,52;;;37082,29;-517,59;4051803
2016;DEZ;BITCOIN;;;;58,23;;;52602,91;493,48;8563701
2013;JUL;BITCOIN;;;;44,74;;;5733,72;33,05;2266480
2021;JUL;BITCOIN;;;;18,85;;;1067025,25;6664,47;489289
2017;OUT;BITCOIN;;;;94,53;;;353969,76;4910,73;21943900
2011;OUT;BITCOIN;;;;-66,24;;;221,36;-3,76;1135344
2022;MAR;BITCOIN;;;;6,11;;;1300906,73;1979,97;646528
2013;FEV;BITCOIN;;;;108,5;;;1486,44;28;3105068
2021;SET;BITCOIN;;;;-5,18;;;1377387,12;-3448,02;499827
2023;ABR;BITCOIN;;;;3,48;;;865624,87;825,68;502879
2012;AGO;BITCOIN;;;;32,18;;;679;0,840000000;453812
2018;JUL;BITCOIN;;;;41,36;;;441399,78;2710,22;5285890
2019;MAI;BITCOIN;;;;101,28;;;476756,51;6220,82;2449857
2019;FEV;BITCOIN;;;;23,64;;;204922,96;771,74;1203824
2013;NOV;BITCOIN;;;;355,24;;;36510,34;1581,92;2322988
2011;FEV;BITCOIN;;;;71,72;;;52,3286;0,437;772920
2016;JUL;BITCOIN;;;;-20,04;;;40863,98;-140,04;10479568
2020;FEV;BITCOIN;;;;-15,14;;;559634,3;-1556;17909240
2012;JUN;BITCOIN;;;;47,88;;;365,06;2,72;446478
2014;SET;BITCOIN;;;;-39,94;;;26528,66;-182,5;3266804
2012;JUL;BITCOIN;;;;80,12;;;504,76;6,06;488161
2018;FEV;BITCOIN;;;;4,08;;;534328,86;-915,4;9747727
2021;ABR;BITCOIN;;;;0,64;;;3426277,4;-1693,7;1252466
2019;DEZ;BITCOIN;;;;-8,56;;;449212,4;-769,96;28903117852
2012;NOV;BITCOIN;;;;36,7;;;704,16;4,13;135048
2022;OUT;BITCOIN;;;;5,66;;;609176,2;1046,16;961354
2013;OUT;BITCOIN;;;;93,53;;;10783,43;148,52;1487527
2018;AGO;BITCOIN;;;;-18,6;;;421679,58;-1561,58;2766291
2013;JUN;BITCOIN;;;;-72,3;;;6386,88;-82,5;2198116
2016;NOV;BITCOIN;;;;8,34;;;43634,9;53,98;7111666
2018;JAN;BITCOIN;;;;-44,5;;;804272,6;-6802,4;59971468
2020;JUN;BITCOIN;;;;-4,32;;;568667,32;-590,42;1094560
2019;ABR;BITCOIN;;;;54,84;;;318663,28;2343,64;1711638
2020;OUT;BITCOIN;;;;50,98;;;737332,9;6083,26;983176
2017;FEV;BITCOIN;;;;43,21;;;60957,49;461,25;8320989
2011;MAR;BITCOIN;;;;-35,16;;;53,6044;-0,3268;537858
2015;SET;BITCOIN;;;;8,54;;;14034,58;18,84;5154170
2012;ABR;BITCOIN;;;;8,14;;;299,64;0,34;662904
2013;DEZ;BITCOIN;;;;-6,780000000;;;52435,2;-464,87;1758728
2022;JUL;BITCOIN;;;;20,25;;;668014,27;3989,22;792420
2022;MAI;BITCOIN;;;;-14,13;;;982342,89;-5824,94;974796
2013;MAR;BITCOIN;;;;235,99;;;3745,28;139,69;4416226
2021;JUN;BITCOIN;;;;-4,760000000;;;2149766,42;-4519,24;1612456
2014;MAI;BITCOIN;;;;67,08;;;30517,32;344,98;2064834
2016;MAR;BITCOIN;;;;-7,52;;;25790,24;-34,36;11120048
2015;JAN;BITCOIN;;;;-47,5;;;15249,96;-174,58;9537014
2016;AGO;BITCOIN;;;;-10,67;;;36433,58;-71,15;9291660
2017;ABR;BITCOIN;;;;57,65;;;74285,67;700,08;16854880
2017;NOV;BITCOIN;;;;103,48;;;477204,56;8416,58;36468720
2019;OUT;BITCOIN;;;;24,7;;;520089,26;1746,44;1764222
2020;NOV;BITCOIN;;;;80,73;;;1018914,56;12713,43;1711951
2015;ABR;BITCOIN;;;;-13,16;;;14330,39;-35,61;5804639
2012;MAI;BITCOIN;;;;10,88;;;315,04;0,54;493592
2021;NOV;BITCOIN;;;;-5,96;;;1820477,42;-4475,57;469896
2017;JUN;BITCOIN;;;;11,37;;;161173,31;177,24;33674919
2016;JAN;BITCOIN;;;;-24,72;;;25349,82;-122,62;9905088
2011;NOV;BITCOIN;;;;8,140000000;;;163,77;-0,23;1608111
2018;JUN;BITCOIN;;;;-30,58;;;413578,49;-2423,63;6906120
2017;SET;BITCOIN;;;;-8,520000000;;;242913,64;-976,54;27001508
2018;SET;BITCOIN;;;;-10,5;;;395425,2;-837,18;2237676
2015;OUT;BITCOIN;;;;63,28;;;17430,41;172,59;7134198
2014;JUL;BITCOIN;;;;-14,24;;;38225,8;-91,82;1398320
2023;MAI;BITCOIN;;;;-6,87;;;852692,77;-2089,08;462044
2012;JAN;BITCOIN;;;;55,09;;;387,74;2,16;1072227
2021;AGO;BITCOIN;;;;13,82;;;1416953,61;5469,37;492888
2019;JUL;BITCOIN;;;;-4,760000000;;;669439,47;-1440,89;2524641
2012;FEV;BITCOIN;;;;-35,74;;;293,88;-2,32;1124618
2013;SET;BITCOIN;;;;-6,6;;;8333,54;-13,43;905850
2015;FEV;BITCOIN;;;;32,42;;;13417,95;69,41;6070786
2011;ABR;BITCOIN;;;;304,48;;;79,3682;4,5116;1399906
2020;MAR;BITCOIN;;;;-26,67;;;432772,52;-4284,08;10151003
2021;OUT;BITCOIN;;;;35,62;;;1795199,33;17559,18;571699
2012;OUT;BITCOIN;;;;-29,74;;;723,64;-3,66;205634
2016;OUT;BITCOIN;;;;35,86;;;42175,82;235,25;6779389
2016;ABR;BITCOIN;;;;15,32;;;26555,6;64,63;8376012
2013;AGO;BITCOIN;;;;70,26;;;7202,9;84,020000000;1203354
2020;DEZ;BITCOIN;;;;80,66;;;1363897,62;18500,9;1836616
2014;DEZ;BITCOIN;;;;-36,99;;;21347,65;-133,51;3306562
2014;OUT;BITCOIN;;;;-29,34;;;23525,66;-115,74;5044142
2017;AGO;BITCOIN;;;;120,09;;;248311,35;4270,03;32878745
2020;JUL;BITCOIN;;;;45,55;;;604654,77;4478,51;996595
2013;ABR;BITCOIN;;;;83,86;;;7845,24;24,76;9383500
2020;MAI;BITCOIN;;;;17,49;;;583045,31;1218;1772719
2013;JAN;BITCOIN;;;;88,04;;;995,5;14,34;2965291
2014;JUN;BITCOIN;;;;6,49;;;37578,92;27,29;2327740
2019;JUN;BITCOIN;;;;54,6;;;563426,56;4379,98;2325834
2011;DEZ;BITCOIN;;;;116,82;;;220,54;4,42;1101448
2023;FEV;BITCOIN;;;;0,900000000;;;652389,76;6,460000000;486133
2022;AGO;BITCOIN;;;;-14,3;;;693153,93;-3358,95;866373
2015;DEZ;BITCOIN;;;;39,04;;;26922,8;142,43;9805605
2021;DEZ;BITCOIN;;;;-18,89;;;1529471,88;-10544,23;528006
2017;DEZ;BITCOIN;;;;85,57;;;967899,5;7738;54311206
2021;MAI;BITCOIN;;;;-78,58;;;2884372,46;-41156,02;1916994
2019;SET;BITCOIN;;;;-25,55;;;595818,3;-2522,86;1603791
2018;MAR;BITCOIN;;;;-71,9;;;560181,06;-6774,8;10434470
2015;MAI;BITCOIN;;;;-7,36;;;14675,5;-18,3;4864420
2022;NOV;BITCOIN;;;;-14,73;;;527668,33;-3295,9;1140681
2018;DEZ;BITCOIN;;;;-3,900000000;;;231002,83;-388,7;2501197
2022;ABR;BITCOIN;;;;-17,29;;;1242978,45;-7569,41;479806
2022;JUN;BITCOIN;;;;-45,97;;;730936,49;-12438,74;953379
2022;DEZ;BITCOIN;;;;-3,65;;;525124,04;-675,82;804069
2015;NOV;BITCOIN;;;;28,86;;;21007,12;74,16;12211916
2022;FEV;BITCOIN;;;;14,67;;;1141626,51;4853,97;568328
2021;FEV;BITCOIN;;;;69,44;;;2590914,14;23993,9;1925040
2020;AGO;BITCOIN;;;;7,34;;;722237,32;652,48;1224582
2014;MAR;BITCOIN;;;;-24,28;;;36541,96;-174,48;2741134
2014;AGO;BITCOIN;;;;-42,85;;;33505,17;-243,38;2756278
2017;JAN;BITCOIN;;;;6,08;;;56706,2;-18,62;11174358
2020;JAN;BITCOIN;;;;54,72;;;527357,06;4242,5;1248223064
2016;MAI;BITCOIN;;;;36,42;;;28811,22;170,08;9656832
2013;MAI;BITCOIN;;;;29,19;;;7579,58;28,92;3821285
2012;DEZ;BITCOIN;;;;12,02;;;829,82;1,48;185614
2014;ABR;BITCOIN;;;;2,2;;;28088,12;-40,82;3414599
2011;JUL;BITCOIN;;;;-29,25;;;878,67;-4,8;151129
2014;JAN;BITCOIN;;;;23,74;;;52460,8;122,36;2709994
2020;ABR;BITCOIN;;;;62,64;;;433278,2;4382,94;1671484
2020;SET;BITCOIN;;;;-17,95;;;649612,11;-2281,68;1146964
2011;SET;BITCOIN;;;;-81,11;;;355,3;-6,64;543378
2019;AGO;BITCOIN;;;;-5,94;;;658894,6;-938,44;1649918
2012;MAR;BITCOIN;;;;1,14;;;308,65;-0,1;728080
2019;JAN;BITCOIN;;;;-12,02;;;230331,4;-513,98;1453985
2023;JUN;BITCOIN;;;;-2,98;;;421153,37;-923,02;267940
2018;NOV;BITCOIN;;;;-83,4;;;320936,06;-4667,68;2040690
2021;JAN;BITCOIN;;;;35,29;;;2194554,14;7924,28;3285656
2018;ABR;BITCOIN;;;;64,18;;;488037,82;4632,12;13019015
2015;MAR;BITCOIN;;;;-6,9;;;16654,7;-25,9;7100206
2011;AGO;BITCOIN;;;;-51,38;;;609,18;-9,76;262616
2016;FEV;BITCOIN;;;;33,99;;;23996,12;132,93;9511285
2011;MAI;BITCOIN;;;;291,28;;;407,09;14,12;310925
2019;MAR;BITCOIN;;;;16,04;;;247519,5;609,25;914011
2018;OUT;BITCOIN;;;;-9,84;;;404544,84;-662,21;1174973
2014;NOV;BITCOIN;;;;34,56;;;22073;106,96;3502520
2012;SET;BITCOIN;;;;42,95;;;713,24;4,68;169096
2017;JUL;BITCOIN;;;;34,08;;;156771,36;567,42;26469254
2022;JAN;BITCOIN;;;;-17,6;;;1274450,66;-7958,07;645730
2016;JUN;BITCOIN;;;;63,34;;;39617,25;350,56;14843559
2018;MAI;BITCOIN;;;;-39,22;;;522602,6;-3499,88;11150938
2015;JUN;BITCOIN;;;;29,45;;;14600,54;68,71;5280749
2022;SET;BITCOIN;;;;-1,36;;;593843,78;-579,43;984922
2023;JAN;BITCOIN;;;;34,6;;;627432,31;6602,27;1060856
2015;JUL;BITCOIN;;;;18,92;;;17378,92;45,96;7047450
2011;JUN;INDICE IPCA;;;;;;0,15;;;
2021;MAR;INDICE IPCA;;;;;;0,93;;;
2019;NOV;INDICE IPCA;;;;;;0,51;;;
2015;AGO;INDICE IPCA;;;;;;0,22;;;
2011;JAN;INDICE IPCA;;;;;;0,83;;;
2023;MAR;INDICE IPCA;;;;;;0,71;;;
2016;SET;INDICE IPCA;;;;;;0,08;;;
2017;MAI;INDICE IPCA;;;;;;0,31;;;
2017;MAR;INDICE IPCA;;;;;;0,25;;;
2014;FEV;INDICE IPCA;;;;;;0,69;;;
2016;DEZ;INDICE IPCA;;;;;;0,3;;;
2013;JUL;INDICE IPCA;;;;;;0,03;;;
